	joto	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 joto    			
2	Sg+Gen	 jođo    			
3	Sg+Acc	 jođo    			
4	Sg+Ill	 joton    			
5	Sg+Loc	 joođoost    			
6	Sg+Com	 jođoin    			
7	Sg+Abe	 jođottáá    			
8	Ess	 jottoon    			
9	Par	 jottood    			
10	Pl+Nom	 jođoh    			
11	Pl+Gen	 jođoi    			
12	Pl+Acc	 jođoid    			
13	Pl+Ill	 jođoid    			
14	Pl+Loc	 jođoin    			
15	Pl+Com	 jođoiguin    	 jođoigijn    	 jođoiguin    	 jođoigijn    
16	Pl+Abe	 jođoittáá    			
	ito	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 ito    			
2	Sg+Gen	 iđo    			
3	Sg+Acc	 iđo    			
4	Sg+Ill	 iton    			
5	Sg+Loc	 iiđoost    			
6	Sg+Com	 iđoin    			
7	Sg+Abe	 iđottáá    			
8	Ess	 ittoon    			
9	Par	 ittood    			
10	Pl+Nom	 iđoh    			
11	Pl+Gen	 iđoi    			
12	Pl+Acc	 iđoid    			
13	Pl+Ill	 iđoid    			
14	Pl+Loc	 iđoin    			
15	Pl+Com	 iđoiguin    	 iđoigijn    	 iđoiguin    	 iđoigijn    
16	Pl+Abe	 iđoittáá    			
	kipo	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 kipo    			
2	Sg+Gen	 kivo    			
3	Sg+Acc	 kivo    			
4	Sg+Ill	 kipon    			
5	Sg+Loc	 kivoost    			
6	Sg+Com	 kivoin    			
7	Sg+Abe	 kivottáá    			
8	Ess	 kipoon    			
9	Par	 kipood    			
10	Pl+Nom	 kivoh    			
11	Pl+Gen	 kivoi    			
12	Pl+Acc	 kivoid    			
13	Pl+Ill	 kivoid    			
14	Pl+Loc	 kivoin    			
15	Pl+Com	 kivoiguin    	 kivoigijn    	 kivoiguin    	 kivoigijn    
16	Pl+Abe	 kivoittáá    			
	roto	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 roto    			
2	Sg+Gen	 rođo    			
3	Sg+Acc	 rođo    			
4	Sg+Ill	 roton    			
5	Sg+Loc	 roođoost    			
6	Sg+Com	 rođoin    			
7	Sg+Abe	 rođottáá    			
8	Ess	 rottoon    			
9	Par	 rottood    			
10	Pl+Nom	 rođoh    			
11	Pl+Gen	 rođoi    			
12	Pl+Acc	 rođoid    			
13	Pl+Ill	 rođoid    			
14	Pl+Loc	 rođoin    			
15	Pl+Com	 rođoiguin    	 rođoigijn    	 rođoiguin    	 rođoigijn    
16	Pl+Abe	 rođoittáá    			
